rank,date,avg_range,regime,mean_vol,volume
1,2020-03-16,10.274,high,8.357,424860
2,2020-03-12,9.745,high,7.583,440335
3,2020-03-13,9.653,high,6.736,440335
4,2020-03-20,7.532,high,3.06,562616
5,2020-03-23,7.005,high,0.158,633237
6,2020-03-19,6.219,high,0.675,516046
7,2022-09-13,6.074,high,4.642,718899
8,2022-11-10,6.03,high,5.722,862147
9,2020-03-17,5.926,high,3.502,563210
10,2022-02-24,5.683,high,2.762,1122732
11,2020-03-18,5.68,high,1.844,512012
12,2020-03-02,5.677,high,2.948,1373357
13,2020-03-26,5.465,high,3.589,567711
14,2020-03-24,5.456,high,5.648,556553
15,2022-05-05,5.353,high,4.188,877795
16,2024-08-05,5.341,high,2.753,937137
17,2020-09-03,5.328,high,4.088,931583
18,2018-12-26,5.319,high,4.37,642440
19,2020-04-06,5.189,high,4.781,396874
20,2020-03-09,5.154,high,4.996,560913
21,2020-03-10,5.063,high,3.468,982070
22,2022-01-24,5.039,high,0.429,1323080
23,2022-06-16,5.037,high,3.311,831750
24,2022-05-18,4.934,high,4.129,735386
25,2022-04-26,4.92,high,3.216,755330
26,2020-09-04,4.871,high,1.734,1202274
27,2020-02-27,4.859,high,4.089,1527204
28,2020-03-30,4.858,high,2.716,419576
29,2024-12-18,4.803,high,3.561,723296
30,2022-10-13,4.746,high,1.77,843525
31,2018-02-05,4.506,high,3.397,931677
32,2021-01-27,4.396,high,2.353,786471
33,2022-10-27,4.395,high,1.493,769071
34,2018-02-06,4.314,high,2.348,813419
35,2020-03-03,4.311,high,1.815,1295648
36,2022-08-26,4.281,high,3.402,753862
37,2024-08-08,4.266,high,2.838,663957
38,2018-10-29,4.247,high,1.609,905327
39,2024-08-01,4.217,high,2.328,920616
40,2020-11-04,4.197,high,3.461,842617
41,2020-06-11,4.172,high,3.705,81807
42,2022-05-11,4.138,high,2.521,865890
43,2018-10-10,4.131,high,3.614,924204
44,2022-05-20,4.112,high,0.254,806781
45,2015-08-24,4.101,high,2.774,746533
46,2022-05-04,4.095,high,2.74,703191
47,2020-03-11,4.08,high,2.986,990236
48,2022-01-26,4.074,high,0.104,908549
49,2020-11-09,4.064,high,1.719,731881
50,2022-11-02,4.015,high,2.784,770983
51,2018-10-24,3.981,high,3.062,895420
52,2020-02-28,3.979,high,0.634,1527204
53,2022-10-28,3.926,high,2.479,728261
54,2022-11-30,3.918,high,3.554,769082
55,2020-09-08,3.916,high,3.451,1012392
56,2022-01-20,3.913,high,1.08,1041723
57,2022-10-14,3.895,high,2.481,843525
58,2022-04-29,3.821,high,3.759,723386
59,2020-09-09,3.818,high,2.362,23934
60,2022-03-09,3.803,high,2.855,645327
61,2022-03-07,3.794,high,3.153,717846
62,2020-03-25,3.783,high,0.841,656698
63,2024-09-03,3.776,high,2.971,698442
64,2020-03-04,3.771,high,2.717,939032
65,2018-03-27,3.76,high,2.197,731553
66,2021-02-25,3.759,high,2.953,894521
67,2022-10-07,3.755,high,3.122,759141
68,2024-07-31,3.754,high,2.754,762246
69,2022-12-22,3.748,high,2.022,714500
70,2015-08-26,3.743,high,2.605,637925
71,2020-04-21,3.739,high,2.285,582449
72,2024-08-07,3.722,high,1.089,725244
73,2022-06-13,3.712,high,3.739,737529
74,2022-04-21,3.705,high,1.651,732255
75,2022-12-13,3.704,high,0.886,759557
76,2020-07-13,3.697,high,1.749,736178
77,2020-03-06,3.675,high,1.277,1097279
78,2022-02-23,3.645,high,2.144,713187
79,2022-03-16,3.615,high,3.017,651016
80,2021-02-23,3.605,high,0.201,873273
81,2024-09-11,3.604,high,1.985,729344
82,2020-04-01,3.596,high,3.328,411364
83,2022-03-11,3.589,high,1.803,389782
84,2024-12-20,3.584,high,0.837,844404
85,2022-01-25,3.577,high,2.094,957800
86,2022-02-28,3.561,high,0.278,753711
87,2020-02-25,3.549,high,2.008,1344897
88,2016-06-24,3.548,high,2.701,497350
89,2016-11-09,3.543,high,0.232,719499
90,2021-12-16,3.541,high,2.213,789654
91,2022-05-13,3.54,high,2.894,663517
92,2022-06-10,3.529,high,2.925,381026
93,2022-01-28,3.529,high,2.611,878243
94,2022-06-28,3.529,high,2.49,634694
95,2022-12-15,3.498,high,2.875,665526
96,2023-08-24,3.49,high,1.918,847308
97,2022-03-08,3.485,high,0.332,841407
98,2019-01-04,3.481,high,2.952,696539
99,2021-03-09,3.461,high,3.192,644022
100,2024-07-24,3.46,high,3.436,846812
101,2022-02-22,3.447,high,0.793,1114720
102,2020-06-15,3.442,high,1.245,425514
103,2018-12-21,3.431,high,2.923,862689
104,2022-02-11,3.421,high,2.654,835981
105,2020-09-10,3.411,high,1.516,77157
106,2020-10-12,3.405,high,2.529,756438
107,2021-03-03,3.403,high,2.375,756448
108,2022-09-21,3.403,high,1.454,822965
109,2018-02-08,3.401,high,2.522,787495
110,2022-09-29,3.396,high,2.311,878168
111,2020-04-14,3.394,high,3.221,431916
112,2021-02-01,3.382,high,2.042,549549
113,2019-08-05,3.374,high,3.046,848399
114,2022-07-13,3.357,high,0.115,732270
115,2022-01-27,3.348,high,1.013,878243
116,2018-12-19,3.331,high,1.409,714462
117,2022-03-15,3.33,high,2.514,552399
118,2022-05-09,3.329,high,3.275,816033
119,2022-10-03,3.324,high,1.795,757581
120,2022-09-28,3.293,high,1.561,897742
121,2020-03-27,3.289,high,2.615,443315
122,2020-04-07,3.277,high,0.164,531043
123,2022-05-26,3.263,high,2.247,615992
124,2020-04-29,3.245,high,2.706,432414
125,2021-03-18,3.227,high,2.582,641117
126,2022-07-27,3.22,high,3.328,634889
127,2021-12-01,3.211,high,1.486,861888
128,2021-03-04,3.203,high,1.47,1016317
129,2022-05-27,3.202,high,2.594,615992
130,2022-07-28,3.2,high,0.763,592416
131,2022-10-21,3.188,high,1.912,840952
132,2020-09-23,3.186,high,2.315,656111
133,2024-09-06,3.179,high,2.507,726350
134,2020-10-28,3.167,high,3.203,749420
135,2020-07-23,3.166,high,1.894,644189
136,2021-03-08,3.164,high,2.39,749028
137,2021-03-05,3.16,high,1.354,1016317
138,2022-01-31,3.157,high,2.689,654278
139,2018-11-19,3.144,high,2.296,743936
140,2021-12-03,3.138,high,1.445,898849
141,2019-08-06,3.127,high,1.263,845239
142,2022-10-17,3.119,high,2.672,638720
143,2022-04-28,3.115,high,2.766,723386
144,2023-02-01,3.112,high,1.754,668515
145,2022-06-09,3.102,high,2.226,60982
146,2022-06-24,3.093,high,2.724,563303
147,2018-02-09,3.089,high,1.071,787495
148,2020-09-18,3.054,high,1.07,800279
149,2021-01-28,3.04,high,0.503,623570
150,2020-07-20,3.032,high,2.41,496402
151,2019-08-23,3.031,high,1.975,763864
152,2018-12-27,3.028,high,0.412,644735
153,2020-09-11,3.019,high,0.84,379285
154,2023-01-06,3.01,high,2.151,736332
155,2022-06-15,3.009,high,1.97,745920
156,2022-05-12,2.992,high,0.152,878238
157,2022-04-22,2.981,high,2.282,732255
158,2018-04-04,2.976,high,1.19,635562
159,2024-08-02,2.97,high,2.308,842228
160,2021-09-20,2.966,high,1.753,845911
161,2020-04-16,2.958,high,1.22,539163
162,2022-06-22,2.949,high,0.08,638960
163,2024-07-17,2.948,high,2.763,854323
164,2015-08-25,2.93,high,0.359,630057
165,2022-06-02,2.923,high,2.196,652955
166,2021-12-15,2.92,high,1.917,735796
167,2022-05-10,2.92,high,1.024,853859
168,2024-07-30,2.919,high,1.331,731539
169,2022-07-05,2.909,high,1.354,790937
170,2022-07-19,2.902,high,2.456,585591
171,2023-10-06,2.896,high,1.459,840602
172,2020-07-30,2.893,high,0.882,631553
173,2023-02-02,2.888,high,2.828,817822
174,2022-06-03,2.865,high,2.196,652955
175,2021-12-07,2.864,high,2.506,594627
176,2022-02-17,2.863,high,2.521,760914
177,2018-10-16,2.856,high,2.73,614355
178,2023-03-13,2.854,high,0.591,788049
179,2020-06-12,2.848,high,0.231,410907
180,2018-11-12,2.843,high,1.987,702949
181,2020-10-02,2.841,high,2.395,806629
182,2022-01-13,2.838,high,2.138,795897
183,2022-09-02,2.816,high,1.249,835870
184,2021-01-04,2.813,high,1.279,650472
185,2020-02-26,2.811,high,0.034,1251412
186,2019-08-14,2.806,high,2.474,825231
187,2022-06-21,2.803,high,1.963,657209
188,2018-12-04,2.794,high,2.583,811925
189,2022-01-10,2.793,high,0.146,888780
190,2018-04-02,2.791,high,2.116,670690
191,2024-07-11,2.772,high,2.071,906128
192,2022-01-05,2.768,high,2.694,769790
193,2024-11-06,2.768,high,2.531,619240
194,2023-03-16,2.765,high,2.239,736519
195,2020-09-17,2.758,high,1.282,818376
196,2022-03-18,2.753,high,1.783,558776
197,2021-05-10,2.752,high,2.152,603725
198,2020-11-10,2.751,high,1.388,834533
199,2019-01-02,2.748,high,0.407,659316
200,2022-08-03,2.747,high,2.175,690056
201,2020-05-13,2.745,high,0.725,703290
202,2016-01-13,2.743,high,1.882,521065
203,2020-05-27,2.736,high,0.212,560524
204,2018-12-07,2.736,high,2.08,854199
205,2022-10-04,2.729,high,2.493,772885
206,2020-02-24,2.719,high,3.035,1171879
207,2017-06-09,2.712,high,1.633,685209
208,2021-02-26,2.71,high,0.504,841911
209,2022-08-30,2.7,high,0.877,797462
210,2024-04-25,2.695,high,0.502,820011
211,2021-10-04,2.693,high,1.712,802849
212,2016-01-15,2.69,high,1.614,567530
213,2022-04-06,2.683,high,1.839,783213
214,2020-04-02,2.68,high,1.819,351874
215,2022-03-14,2.674,high,1.526,546934
216,2022-01-18,2.667,high,2.132,868066
217,2018-12-24,2.659,high,1.878,449594
218,2024-09-19,2.659,high,2.412,615561
219,2024-11-15,2.656,high,2.359,691851
220,2024-08-29,2.656,high,0.108,669705
221,2023-03-22,2.65,high,1.046,713083
222,2024-08-06,2.636,high,0.848,697089
223,2022-02-04,2.635,high,1.106,763735
224,2023-05-26,2.635,high,2.133,729047
225,2018-04-24,2.631,high,1.462,626789
226,2022-05-06,2.63,high,1.036,852234
227,2018-10-25,2.625,high,0.919,793502
228,2022-09-23,2.623,high,1.325,799378
229,2016-01-20,2.623,high,0.16,628240
230,2022-08-10,2.622,high,2.244,602069
231,2020-04-08,2.62,high,1.626,424380
232,2020-04-22,2.616,high,1.815,373067
233,2019-08-26,2.609,high,0.826,617907
234,2018-03-26,2.601,high,2.27,637180
235,2024-04-15,2.601,high,1.536,797316
236,2022-01-21,2.6,high,2.366,1041723
237,2019-08-13,2.596,high,1.723,674983
238,2022-05-31,2.595,high,0.201,832388
239,2024-04-04,2.593,high,1.488,777140
240,2022-03-03,2.578,high,1.227,725774
241,2021-02-22,2.574,high,2.164,648527
242,2016-11-10,2.571,high,0.979,555100
243,2018-10-26,2.565,high,0.338,1069548
244,2023-03-09,2.562,high,1.495,323525
245,2020-05-12,2.561,high,1.672,500539
246,2023-01-25,2.559,high,0.249,633473
247,2021-09-28,2.558,high,2.407,836785
248,2020-09-24,2.557,high,0.457,600725
249,2022-02-25,2.555,high,1.262,784997
250,2020-09-21,2.551,high,0.449,727984
251,2022-09-07,2.545,high,1.629,670899
252,2022-03-01,2.533,high,1.309,645171
253,2022-05-19,2.525,high,0.387,827741
254,2020-04-28,2.522,high,0.901,440939
255,2020-03-05,2.52,high,2.138,954104
256,2020-09-25,2.519,high,1.765,600725
257,2023-04-27,2.518,high,2.202,671058
258,2020-09-30,2.517,high,0.488,647968
259,2022-11-09,2.513,high,1.918,669071
260,2021-05-04,2.51,high,1.537,667316
261,2022-10-18,2.506,high,0.635,832215
262,2022-02-10,2.504,high,1.9,834478
263,2020-01-08,2.502,high,0.781,723085
264,2022-04-14,2.502,high,1.935,548400
265,2018-11-07,2.495,high,2.008,621601
266,2020-06-23,2.485,high,0.548,406477
267,2015-08-21,2.483,high,2.266,614566
268,2021-03-11,2.483,high,1.904,74929
269,2024-07-25,2.483,high,1.027,992015
270,2023-01-03,2.478,high,0.562,657681
271,2020-07-14,2.478,high,0.343,915009
272,2020-10-19,2.476,high,1.013,623203
273,2022-11-04,2.474,high,1.194,881129
274,2018-12-17,2.474,high,1.407,632497
275,2021-05-12,2.471,high,2.167,760916
276,2023-10-25,2.47,high,2.189,820677
277,2020-10-26,2.455,high,1.186,674142
278,2022-05-25,2.455,high,1.162,671096
279,2020-06-24,2.449,high,1.431,661645
280,2016-02-05,2.445,high,1.878,443077
281,2020-04-30,2.439,high,0.405,414560
282,2018-02-14,2.437,high,1.312,482298
283,2020-02-04,2.434,high,1.998,563913
284,2020-04-24,2.431,high,1.479,380231
285,2022-11-15,2.431,high,1.161,771822
286,2018-12-20,2.429,high,0.292,1011493
287,2024-10-01,2.426,high,1.343,650093
288,2020-10-30,2.422,high,2.11,801978
289,2022-04-19,2.421,high,1.826,556357
290,2016-01-14,2.421,high,1.128,526505
291,2020-12-09,2.419,high,1.761,14670
292,2022-02-02,2.417,high,0.668,645396
293,2019-05-13,2.416,high,2.855,773473
294,2022-09-30,2.41,high,1.386,878168
295,2024-08-13,2.404,high,2.288,497670
296,2022-06-30,2.404,high,1.117,605401
297,2022-12-06,2.4,high,1.657,657271
298,2023-02-09,2.399,high,0.79,612404
299,2016-01-07,2.397,high,2.128,501315
300,2022-04-12,2.395,high,0.326,704351
301,2022-10-19,2.395,high,0.326,733776
302,2020-01-31,2.393,high,1.832,898384
303,2024-08-15,2.392,high,2.243,522322
304,2022-10-05,2.392,high,0.118,700889
305,2022-06-01,2.389,high,0.617,682211
306,2020-04-17,2.382,high,0.644,509555
307,2022-02-03,2.381,high,3.519,731581
308,2020-04-13,2.38,high,0.898,385072
309,2022-04-27,2.372,high,0.044,817196
310,2022-09-27,2.372,high,0.124,841073
311,2018-12-06,2.37,high,0.218,854199
312,2021-11-26,2.366,high,1.65,680753
313,2018-03-22,2.364,high,1.963,685491
314,2022-04-05,2.358,high,1.881,563198
315,2022-04-11,2.353,high,1.918,577477
316,2016-01-04,2.348,high,1.098,368671
317,2022-05-02,2.348,high,1.395,763818
318,2022-12-14,2.343,high,0.616,613152
319,2022-11-01,2.34,high,0.813,605362
320,2020-05-04,2.338,high,0.669,381914
321,2018-11-02,2.338,high,0.978,793339
322,2020-11-05,2.332,high,2.122,578443
323,2022-05-24,2.332,high,1.787,717429
324,2020-06-26,2.331,high,1.738,576150
325,2020-03-31,2.331,high,0.643,424386
326,2024-04-19,2.33,high,1.922,1023135
327,2016-02-08,2.329,high,0.822,542371
328,2022-02-18,2.327,high,0.995,760914
329,2018-11-20,2.327,high,1.462,910469
330,2021-02-24,2.327,high,0.683,673353
331,2023-02-07,2.326,high,1.706,744996
332,2022-03-10,2.324,high,0.904,71849
333,2020-11-11,2.323,high,1.833,546218
334,2022-07-22,2.322,high,1.407,634548
335,2024-04-30,2.318,high,1.713,677704
336,2020-10-06,2.314,high,1.374,612278
337,2022-10-20,2.313,high,0.45,840952
338,2021-03-22,2.312,high,1.436,478667
339,2024-01-08,2.309,high,1.848,549900
340,2018-10-11,2.309,high,0.01,1146270
341,2021-03-24,2.307,high,1.346,626538
342,2021-03-01,2.304,high,2.312,513852
343,2024-08-22,2.299,high,1.564,630179
344,2024-10-31,2.296,high,2.388,686677
345,2020-04-03,2.287,high,1.004,351874
346,2023-11-10,2.283,high,1.935,679633
347,2021-01-06,2.281,high,1.136,755618
348,2022-02-01,2.281,high,0.503,597305
349,2023-01-23,2.277,high,1.776,593978
350,2021-01-29,2.277,high,1.727,738848
351,2020-08-11,2.276,high,1.4,561748
352,2023-08-23,2.276,high,1.359,606168
353,2021-05-20,2.275,high,1.559,457735
354,2020-07-06,2.275,high,1.822,486369
355,2022-03-22,2.265,high,1.63,509918
356,2018-06-25,2.263,high,1.475,598963
357,2022-10-24,2.262,high,0.847,715016
358,2024-12-27,2.252,high,1.359,555601
359,2023-10-03,2.249,high,1.589,762964
360,2020-06-22,2.244,high,1.564,354768
361,2018-10-31,2.244,high,1.629,755201
362,2023-01-20,2.241,high,2.26,577769
363,2022-09-15,2.24,high,1.442,750084
364,2015-09-28,2.239,high,1.654,360675
365,2022-02-15,2.238,high,2.059,558472
366,2021-01-25,2.238,high,0.7,663844
367,2018-03-19,2.238,high,1.301,571979
368,2020-09-16,2.234,high,1.374,613797
369,2022-08-22,2.233,high,2.25,599946
370,2022-07-18,2.232,high,0.679,553676
371,2023-02-16,2.228,high,1.621,682325
372,2019-08-01,2.228,high,0.547,772956
373,2024-01-02,2.228,high,1.612,652714
374,2022-05-17,2.227,high,2.064,653222
375,2022-04-25,2.227,high,1.116,749649
