rank,date,avg_range,regime,mean_vol,volume
1586,2015-08-19,0.917,medium,0.534,331472
1587,2016-06-16,0.917,medium,0.151,316194
1588,2019-08-20,0.916,medium,0.563,414176
1589,2016-02-12,0.916,medium,0.641,307347
1590,2021-06-15,0.914,medium,0.564,449355
1591,2019-07-17,0.914,medium,0.531,303890
1592,2021-12-29,0.912,medium,0.013,354985
1593,2023-12-18,0.909,medium,0.635,463438
1594,2018-01-17,0.909,medium,0.627,357653
1595,2021-08-10,0.908,medium,0.45,475298
1596,2017-08-30,0.908,medium,0.729,273971
1597,2016-03-16,0.905,medium,0.432,283358
1598,2019-12-06,0.905,medium,0.813,302782
1599,2021-09-08,0.904,medium,0.296,555387
1600,2023-08-07,0.904,medium,0.74,578299
1601,2023-08-30,0.903,medium,0.48,590194
1602,2015-06-10,0.903,medium,0.766,238886
1603,2018-05-24,0.902,medium,0.003,317340
1604,2019-09-16,0.902,medium,0.268,336745
1605,2019-12-10,0.901,medium,0.069,403364
1606,2024-03-21,0.899,medium,0.406,606959
1607,2019-05-28,0.898,medium,0.199,528983
1608,2023-04-17,0.898,medium,0.033,540742
1609,2024-06-13,0.897,medium,0.499,100790
1610,2018-03-08,0.896,medium,0.507,57504
1611,2017-12-29,0.896,medium,0.397,210114
1612,2015-03-30,0.894,medium,0.635,202012
1613,2015-10-07,0.894,medium,0.457,329985
1614,2023-04-21,0.893,medium,0.104,593982
1615,2015-07-30,0.893,medium,0.398,226285
1616,2024-10-16,0.892,medium,0.035,417571
1617,2024-03-26,0.892,medium,0.32,516507
1618,2018-08-22,0.892,medium,0.344,309493
1619,2016-06-10,0.892,medium,0.617,249334
1620,2019-03-15,0.892,medium,0.746,412124
1621,2021-07-07,0.891,medium,0.151,471450
1622,2023-05-19,0.89,medium,0.219,659819
1623,2020-12-07,0.89,medium,0.454,323774
1624,2017-08-14,0.888,medium,0.804,261541
1625,2018-06-26,0.888,medium,0.303,399009
1626,2016-11-08,0.888,medium,0.338,219987
1627,2015-08-10,0.887,medium,0.622,199353
1628,2015-09-14,0.887,medium,0.211,201299
1629,2019-12-04,0.887,medium,0.396,413647
1630,2023-08-01,0.886,medium,0.221,529660
1631,2024-08-20,0.885,medium,0.227,485435
1632,2016-04-13,0.883,medium,0.764,228380
1633,2023-07-10,0.883,medium,0.03,609953
1634,2021-06-24,0.882,medium,0.531,409864
1635,2024-11-12,0.88,medium,0.126,511372
1636,2018-08-29,0.879,medium,0.857,311623
1637,2018-05-17,0.879,medium,0.318,325159
1638,2015-12-08,0.878,medium,0.178,299288
1639,2024-10-28,0.878,medium,0.008,427114
1640,2020-02-11,0.877,medium,0.002,589570
1641,2023-08-28,0.877,medium,0.651,586342
1642,2017-07-18,0.876,medium,0.311,246038
1643,2021-07-22,0.876,medium,0.567,449261
1644,2016-01-05,0.875,medium,0.276,301175
1645,2017-07-12,0.875,medium,0.747,262329
1646,2024-02-28,0.874,medium,0.56,553731
1647,2015-04-20,0.873,medium,0.792,218236
1648,2019-09-12,0.872,medium,0.295,51999
1649,2021-08-11,0.872,medium,0.14,479700
1650,2021-10-19,0.871,medium,0.592,384792
1651,2021-07-14,0.871,medium,0.151,499191
1652,2016-05-20,0.871,medium,0.61,244244
1653,2019-02-08,0.867,medium,0.114,464342
1654,2024-12-03,0.866,medium,0.283,440253
1655,2021-09-24,0.865,medium,0.084,470511
1656,2021-08-31,0.864,medium,0.081,521129
1657,2021-01-21,0.863,medium,0.625,407706
1658,2016-02-23,0.862,medium,0.769,227805
1659,2024-03-11,0.862,medium,0.406,723527
1660,2019-02-14,0.86,medium,0.035,430944
1661,2018-09-26,0.859,medium,0.047,405833
1662,2015-07-27,0.859,medium,0.519,293740
1663,2018-09-21,0.858,medium,0.554,371830
1664,2018-01-25,0.857,medium,0.003,415464
1665,2019-01-14,0.856,medium,0.713,364990
1666,2020-02-19,0.856,medium,0.78,419130
1667,2024-05-08,0.855,medium,0.195,450639
1668,2020-12-16,0.855,medium,0.483,407269
1669,2015-05-12,0.854,medium,0.141,257296
1670,2024-09-13,0.854,medium,0.397,464291
1671,2018-04-16,0.853,medium,0.737,324486
1672,2017-04-05,0.853,medium,0.327,301129
1673,2019-07-01,0.852,medium,0.908,406594
1674,2024-01-26,0.852,medium,0.55,631481
1675,2017-09-27,0.852,medium,0.542,349282
1676,2016-04-11,0.851,medium,0.21,243297
1677,2019-10-31,0.851,medium,0.192,448458
1678,2016-05-06,0.851,medium,0.381,262686
1679,2015-08-17,0.851,medium,0.436,191979
1680,2018-06-08,0.85,medium,0.081,239658
1681,2015-07-28,0.848,medium,0.443,280667
1682,2024-11-22,0.847,medium,0.092,541554
1683,2019-07-30,0.847,medium,0.35,394698
1684,2018-03-14,0.846,medium,0.251,470283
1685,2018-07-26,0.846,medium,0.372,534684
1686,2016-04-21,0.845,medium,0.503,239652
1687,2015-01-07,0.845,medium,0.69,328184
1688,2020-01-23,0.843,low,0.436,616950
1689,2017-04-11,0.843,low,0.242,332142
1690,2016-09-13,0.842,low,0.51,460083
1691,2017-07-06,0.842,low,0.632,370735
1692,2020-02-12,0.84,low,0.795,454472
1693,2017-10-25,0.84,low,0.165,436671
1694,2019-09-23,0.839,low,0.187,348180
1695,2019-04-26,0.839,low,0.39,467051
1696,2015-11-24,0.838,low,0.127,230131
1697,2018-07-11,0.836,low,0.466,373366
1698,2016-03-07,0.835,low,0.306,246815
1699,2016-09-21,0.835,low,0.654,291231
1700,2019-02-27,0.834,low,0.04,367938
1701,2018-01-03,0.833,low,0.729,223243
1702,2019-11-07,0.833,low,0.21,366403
1703,2015-03-26,0.833,low,0.174,356229
1704,2021-08-12,0.831,low,0.329,384239
1705,2016-10-24,0.829,low,0.75,182257
1706,2024-10-11,0.829,low,0.094,379124
1707,2023-11-27,0.828,low,0.067,502555
1708,2015-10-21,0.828,low,0.343,289766
1709,2015-05-08,0.828,low,0.622,216447
1710,2018-05-10,0.828,low,0.695,292974
1711,2019-09-09,0.828,low,0.252,372953
1712,2020-02-06,0.827,low,0.605,592695
1713,2023-07-19,0.827,low,0.085,682279
1714,2023-12-15,0.826,low,0.359,668578
1715,2015-02-12,0.826,low,0.659,219353
1716,2015-03-13,0.824,low,0.307,313642
1717,2016-04-27,0.824,low,0.384,306378
1718,2018-08-17,0.823,low,0.012,366862
1719,2015-06-08,0.823,low,0.659,237404
1720,2024-01-04,0.822,low,0.504,559464
1721,2019-02-22,0.82,low,0.539,367501
1722,2021-04-30,0.82,low,0.617,555237
1723,2016-12-12,0.82,low,0.34,231016
1724,2023-08-31,0.82,low,0.208,584743
1725,2019-10-14,0.82,low,0.014,311101
1726,2019-04-25,0.819,low,0.46,488329
1727,2015-04-22,0.818,low,0.225,196846
1728,2021-04-27,0.817,low,0.347,412801
1729,2019-05-21,0.816,low,0.7,436744
1730,2016-05-02,0.816,low,0.507,221470
1731,2016-05-19,0.815,low,0.204,272694
1732,2015-05-01,0.815,low,0.799,197160
1733,2015-06-16,0.813,low,0.318,219413
1734,2021-11-05,0.813,low,0.109,525824
1735,2017-03-27,0.812,low,0.003,276499
1736,2019-05-22,0.812,low,0.329,455678
1737,2023-05-15,0.812,low,0.449,495940
1738,2016-09-29,0.81,low,0.303,306337
1739,2019-03-28,0.81,low,0.171,395579
1740,2015-02-06,0.809,low,0.276,253335
1741,2021-12-30,0.809,low,0.311,304259
1742,2017-01-06,0.806,low,0.522,183315
1743,2019-07-08,0.806,low,0.472,342228
1744,2016-09-27,0.805,low,0.58,227156
1745,2018-05-07,0.805,low,0.523,323768
1746,2024-04-29,0.805,low,0.299,528891
1747,2017-03-01,0.805,low,0.639,241769
1748,2015-08-28,0.803,low,0.068,322070
1749,2018-08-21,0.803,low,0.101,320662
1750,2024-06-21,0.802,low,0.227,590839
1751,2016-07-01,0.802,low,0.351,176656
1752,2020-08-04,0.802,low,0.3,395698
1753,2023-05-16,0.801,low,0.095,561834
1754,2015-10-06,0.799,low,0.287,264372
1755,2024-05-10,0.799,low,0.203,473881
1756,2017-08-24,0.799,low,0.084,372774
1757,2021-05-25,0.799,low,0.127,436157
1758,2017-12-06,0.798,low,0.228,363675
1759,2019-10-21,0.797,low,0.628,275031
1760,2016-03-02,0.795,low,0.115,265748
1761,2021-06-07,0.795,low,0.225,397545
1762,2021-04-06,0.795,low,0.094,457218
1763,2016-07-20,0.795,low,0.573,182311
1764,2016-06-03,0.795,low,0.307,225458
1765,2016-04-18,0.794,low,0.105,179869
1766,2016-11-03,0.792,low,0.545,280599
1767,2023-12-22,0.792,low,0.124,486853
1768,2021-02-11,0.791,low,0.517,495131
1769,2024-06-26,0.79,low,0.188,590175
1770,2015-04-28,0.79,low,0.116,283966
1771,2015-12-21,0.79,low,0.773,176610
1772,2019-06-19,0.79,low,0.27,409721
1773,2021-08-09,0.79,low,0.165,361388
1774,2015-12-02,0.79,low,0.281,231812
1775,2018-08-10,0.789,low,0.465,389778
1776,2024-05-20,0.789,low,0.626,470381
1777,2023-04-03,0.789,low,0.201,542896
1778,2015-02-03,0.789,low,0.427,283374
1779,2018-09-14,0.787,low,0.185,334597
1780,2018-06-18,0.786,low,0.054,291954
1781,2016-05-18,0.786,low,0.173,305289
1782,2017-11-21,0.786,low,0.677,216030
1783,2018-06-04,0.786,low,0.645,247834
1784,2018-05-16,0.785,low,0.472,274261
1785,2019-11-18,0.785,low,0.132,370609
1786,2018-06-29,0.785,low,0.062,396079
1787,2018-06-06,0.784,low,0.351,300300
1788,2016-03-08,0.784,low,0.403,293547
1789,2019-09-30,0.782,low,0.655,337872
1790,2021-12-31,0.782,low,0.569,363720
1791,2024-12-17,0.781,low,0.402,561896
1792,2024-05-28,0.78,low,0.313,642954
1793,2016-03-23,0.78,low,0.523,212040
1794,2021-04-07,0.78,low,0.211,434828
1795,2018-10-02,0.779,low,0.215,392577
1796,2021-11-01,0.779,low,0.297,411507
1797,2024-01-22,0.778,low,0.103,637245
1798,2019-05-24,0.777,low,0.044,407810
1799,2016-04-08,0.776,low,0.04,232565
1800,2021-07-01,0.776,low,0.003,436419
1801,2017-09-20,0.776,low,0.205,347504
1802,2019-02-26,0.775,low,0.08,362741
1803,2016-11-02,0.775,low,0.52,300313
1804,2016-03-04,0.775,low,0.031,289076
1805,2015-08-03,0.774,low,0.158,251564
1806,2024-10-24,0.773,low,0.743,462552
1807,2017-10-19,0.772,low,0.235,332212
1808,2023-12-26,0.771,low,0.545,292090
1809,2015-04-29,0.771,low,0.483,290967
1810,2015-12-07,0.77,low,0.158,224657
1811,2015-02-04,0.77,low,0.17,269497
1812,2016-05-13,0.77,low,0.146,249877
1813,2019-12-13,0.769,low,0.261,441547
1814,2016-08-26,0.769,low,0.045,281261
1815,2023-11-13,0.768,low,0.278,532937
1816,2019-12-16,0.766,low,0.747,311959
1817,2024-01-23,0.764,low,0.374,508078
1818,2015-06-05,0.764,low,0.2,232923
1819,2019-01-16,0.764,low,0.11,443742
1820,2018-05-30,0.764,low,0.429,303797
1821,2015-06-26,0.763,low,0.383,226373
1822,2017-06-16,0.762,low,0.289,356290
1823,2017-07-28,0.762,low,0.008,338476
1824,2018-05-21,0.762,low,0.422,293370
1825,2016-02-19,0.761,low,0.083,229019
1826,2018-01-12,0.761,low,0.499,288871
1827,2017-11-02,0.76,low,0.054,356528
1828,2020-01-09,0.759,low,0.547,457262
1829,2016-03-22,0.759,low,0.244,190219
1830,2019-11-01,0.759,low,0.638,348326
1831,2020-10-08,0.757,low,0.48,403379
1832,2020-01-10,0.757,low,0.26,472166
1833,2015-03-20,0.757,low,0.339,210568
1834,2016-09-19,0.755,low,0.254,235031
1835,2023-07-24,0.753,low,0.119,561877
1836,2019-04-01,0.751,low,0.948,412914
1837,2018-05-18,0.75,low,0.321,314569
1838,2019-07-02,0.75,low,0.452,297574
1839,2017-09-15,0.75,low,0.272,268013
1840,2015-03-31,0.749,low,0.584,224928
1841,2017-04-27,0.749,low,0.635,194734
1842,2024-06-10,0.747,low,0.347,571666
1843,2016-05-03,0.746,low,0.467,270601
1844,2016-11-16,0.746,low,0.22,195711
1845,2023-11-08,0.745,low,0.07,547842
1846,2019-02-11,0.745,low,0.025,384589
1847,2016-10-13,0.745,low,0.223,297938
1848,2020-12-23,0.743,low,0.378,358011
1849,2018-06-22,0.743,low,0.147,322915
1850,2016-11-21,0.743,low,0.577,167542
1851,2017-10-23,0.742,low,0.507,247882
1852,2023-09-18,0.742,low,0.127,509746
1853,2020-06-03,0.741,low,0.296,376694
1854,2018-07-10,0.74,low,0.012,286748
1855,2016-12-28,0.739,low,0.469,136664
1856,2019-11-25,0.738,low,0.859,259485
1857,2024-12-12,0.736,low,0.62,501393
1858,2019-07-29,0.736,low,0.17,301214
1859,2017-10-05,0.736,low,0.681,254723
1860,2018-01-05,0.736,low,0.665,214944
1861,2017-05-01,0.734,low,0.58,166028
1862,2017-01-30,0.733,low,0.463,249340
1863,2018-08-24,0.733,low,0.683,278682
1864,2019-06-21,0.73,low,0.2,379078
1865,2021-11-11,0.73,low,0.224,434778
1866,2017-08-21,0.73,low,0.082,360383
1867,2015-12-10,0.73,low,0.372,108319
1868,2017-12-11,0.729,low,0.611,253958
1869,2017-03-22,0.728,low,0.327,335865
1870,2019-02-20,0.728,low,0.05,418267
1871,2017-08-08,0.728,low,0.178,305079
1872,2019-04-04,0.727,low,0.198,432440
1873,2019-10-28,0.727,low,0.541,309114
1874,2017-05-25,0.727,low,0.576,239940
1875,2020-01-29,0.726,low,0.057,578408
1876,2017-08-31,0.725,low,0.619,273833
1877,2019-04-22,0.725,low,0.21,253668
1878,2017-06-02,0.724,low,0.719,298205
1879,2017-06-30,0.724,low,0.003,336513
1880,2017-03-28,0.724,low,0.308,245032
1881,2021-02-05,0.723,low,0.307,431935
1882,2018-03-15,0.723,low,0.124,287434
1883,2018-10-01,0.723,low,0.191,358159
1884,2016-10-18,0.723,low,0.302,205551
1885,2016-06-20,0.722,low,0.411,195423
1886,2016-10-28,0.722,low,0.013,325145
1887,2019-11-22,0.721,low,0.054,344497
1888,2015-06-04,0.719,low,0.412,285057
1889,2018-09-19,0.719,low,0.019,407425
1890,2018-06-15,0.719,low,0.29,364647
1891,2019-06-27,0.718,low,0.384,310126
1892,2021-11-08,0.718,low,0.125,414326
1893,2019-07-23,0.717,low,0.545,357765
1894,2016-07-14,0.717,low,0.377,191874
1895,2019-12-09,0.717,low,0.394,292419
1896,2017-09-08,0.717,low,0.59,243700
1897,2019-07-16,0.717,low,0.406,303702
1898,2023-05-08,0.714,low,0.217,506054
1899,2016-03-30,0.714,low,0.316,222490
1900,2018-04-18,0.714,low,0.15,298181
1901,2016-03-17,0.713,low,0.064,269816
1902,2015-04-03,0.711,low,0.606,11754
1903,2021-11-19,0.71,low,0.483,549031
1904,2024-03-04,0.71,low,0.377,569342
1905,2020-01-21,0.709,low,0.04,532160
1906,2017-04-20,0.709,low,0.531,231392
1907,2015-10-13,0.709,low,0.457,232729
1908,2017-07-31,0.708,low,0.31,280483
1909,2015-10-30,0.707,low,0.241,211241
1910,2016-05-11,0.707,low,0.546,208025
1911,2017-08-18,0.707,low,0.011,443313
1912,2015-08-07,0.706,low,0.076,249232
1913,2021-09-02,0.705,low,0.045,463636
1914,2024-07-09,0.705,low,0.085,569689
1915,2016-08-05,0.705,low,0.502,180947
1916,2017-07-10,0.704,low,0.439,241360
1917,2023-05-01,0.704,low,0.085,487908
1918,2020-02-07,0.703,low,0.376,592695
1919,2020-12-29,0.701,low,0.053,393995
1920,2015-04-08,0.701,low,0.553,225547
1921,2021-09-09,0.7,low,0.326,387522
1922,2017-08-09,0.7,low,0.05,377648
1923,2015-12-22,0.698,low,0.368,166650
1924,2015-02-11,0.698,low,0.281,207031
1925,2021-10-20,0.698,low,0.115,451735
1926,2016-07-15,0.698,low,0.141,171716
1927,2024-05-17,0.697,low,0.073,489227
1928,2016-10-14,0.697,low,0.105,237878
1929,2023-06-06,0.696,low,0.013,572806
1930,2018-01-31,0.696,low,0.211,413798
1931,2015-11-05,0.696,low,0.184,246167
1932,2021-08-02,0.695,low,0.017,446142
1933,2016-03-03,0.694,low,0.122,202256
1934,2018-07-09,0.694,low,0.652,269931
1935,2015-06-01,0.694,low,0.139,216323
1936,2018-06-13,0.694,low,0.047,354039
1937,2021-11-02,0.694,low,0.356,418550
1938,2023-11-28,0.693,low,0.216,598224
1939,2019-09-13,0.693,low,0.318,316298
1940,2017-12-19,0.693,low,0.362,272966
1941,2017-12-20,0.692,low,0.124,276115
1942,2024-04-08,0.692,low,0.054,521042
1943,2019-12-31,0.691,low,0.16,284519
1944,2023-07-31,0.69,low,0.055,523896
1945,2024-02-26,0.69,low,0.07,526169
1946,2021-04-28,0.689,low,0.362,501596
1947,2021-10-15,0.689,low,0.541,442893
1948,2017-11-15,0.688,low,0.292,399624
1949,2015-11-23,0.688,low,0.178,163322
1950,2015-05-20,0.688,low,0.057,170963
1951,2018-08-16,0.688,low,0.145,348395
1952,2023-11-06,0.687,low,0.309,496129
1953,2024-05-09,0.685,low,0.27,471196
1954,2015-06-09,0.685,low,0.01,226086
1955,2019-02-01,0.684,low,0.377,461403
1956,2019-01-24,0.683,low,0.102,446822
1957,2021-08-06,0.682,low,0.401,425074
1958,2019-03-19,0.682,low,0.154,427134
1959,2016-05-05,0.681,low,0.129,221674
1960,2015-06-15,0.681,low,0.258,264706
1961,2023-05-11,0.68,low,0.232,653399
1962,2016-12-27,0.68,low,0.237,100365
1963,2018-03-06,0.68,low,0.305,415228
1964,2015-06-02,0.679,low,0.246,222449
1965,2016-11-17,0.679,low,0.576,190166
1966,2017-09-21,0.679,low,0.369,343404
1967,2018-05-08,0.678,low,0.056,370356
1968,2017-04-25,0.677,low,0.516,172850
1969,2016-05-04,0.677,low,0.336,235256
1970,2021-09-03,0.676,low,0.273,462870
1971,2019-06-17,0.676,low,0.543,291514
1972,2019-06-12,0.676,low,0.433,388858
1973,2017-07-14,0.675,low,0.516,230871
1974,2017-01-12,0.674,low,0.145,212324
1975,2019-10-17,0.674,low,0.039,437753
1976,2016-08-24,0.673,low,0.392,190472
1977,2018-01-29,0.672,low,0.376,407157
1978,2016-12-19,0.672,low,0.288,146138
1979,2017-10-26,0.671,low,0.222,320283
1980,2015-12-30,0.671,low,0.578,117427
1981,2019-02-06,0.671,low,0.124,376560
1982,2020-01-14,0.671,low,0.217,553343
1983,2019-06-14,0.67,low,0.426,253169
1984,2019-11-08,0.669,low,0.241,326871
1985,2015-07-01,0.669,low,0.428,191161
1986,2018-08-20,0.669,low,0.007,286070
1987,2020-11-25,0.668,low,0.509,386232
1988,2018-08-27,0.667,low,0.688,280533
1989,2019-04-10,0.667,low,0.457,332696
1990,2018-08-30,0.666,low,0.186,390929
1991,2018-09-10,0.666,low,0.209,418797
1992,2021-06-29,0.665,low,0.29,360169
1993,2016-12-02,0.664,low,0.026,235325
1994,2020-01-22,0.664,low,0.217,519015
1995,2024-06-18,0.663,low,0.016,578901
1996,2015-05-21,0.663,low,0.309,123530
1997,2018-01-11,0.662,low,0.507,228872
1998,2021-06-02,0.662,low,0.151,371449
1999,2019-02-25,0.662,low,0.374,346624
2000,2015-07-23,0.661,low,0.039,211215
2001,2024-03-22,0.661,low,0.064,511962
2002,2016-11-23,0.661,low,0.319,159650
2003,2016-09-26,0.661,low,0.526,209587
2004,2015-10-27,0.659,low,0.209,217939
2005,2020-01-16,0.659,low,0.617,438669
2006,2021-11-17,0.659,low,0.056,455992
2007,2020-08-28,0.659,low,0.263,489066
2008,2024-02-27,0.658,low,0.221,567818
2009,2019-03-01,0.658,low,0.533,383198
2010,2019-09-17,0.658,low,0.326,331358
2011,2015-02-20,0.658,low,0.333,235154
2012,2019-10-24,0.657,low,0.249,348318
2013,2017-11-01,0.657,low,0.097,346061
2014,2018-05-22,0.654,low,0.066,269992
2015,2016-10-04,0.654,low,0.104,276978
2016,2019-12-26,0.654,low,0.645,170684
2017,2018-05-31,0.654,low,0.103,389141
2018,2015-04-09,0.654,low,0.331,201439
2019,2016-06-14,0.653,low,0.01,323188
2020,2018-03-20,0.653,low,0.033,401041
2021,2021-09-01,0.652,low,0.145,465488
2022,2018-08-14,0.652,low,0.392,305390
2023,2015-11-03,0.652,low,0.233,186758
2024,2017-11-03,0.651,low,0.589,301691
2025,2015-11-10,0.649,low,0.127,241859
2026,2015-10-14,0.649,low,0.2,284807
2027,2017-08-25,0.648,low,0.175,300167
2028,2019-04-08,0.647,low,0.183,333328
2029,2015-11-06,0.647,low,0.1,276682
2030,2015-11-11,0.646,low,0.147,221698
2031,2019-11-12,0.645,low,0.227,316729
2032,2017-09-11,0.645,low,0.736,261152
2033,2015-04-14,0.644,low,0.074,220750
2034,2016-04-04,0.643,low,0.374,189635
2035,2015-01-26,0.643,low,0.031,187612
2036,2019-12-19,0.642,low,0.46,307870
2037,2019-12-27,0.642,low,0.181,322888
2038,2019-03-06,0.641,low,0.54,444302
2039,2019-07-11,0.64,low,0.093,407894
2040,2015-08-13,0.64,low,0.215,234832
2041,2024-11-08,0.639,low,0.029,401943
2042,2015-09-16,0.638,low,0.406,214900
2043,2024-05-21,0.638,low,0.177,426117
2044,2015-05-29,0.638,low,0.421,197740
2045,2017-01-03,0.637,low,0.532,215983
2046,2023-11-17,0.637,low,0.01,562424
2047,2019-01-11,0.635,low,0.131,364787
2048,2019-07-03,0.635,low,0.459,209604
2049,2016-11-29,0.634,low,0.177,175916
2050,2017-05-22,0.634,low,0.558,198203
2051,2017-01-31,0.633,low,0.144,214696
2052,2020-08-05,0.633,low,0.041,348822
2053,2021-04-16,0.632,low,0.092,500612
2054,2020-12-31,0.632,low,0.28,280573
2055,2019-11-04,0.631,low,0.503,325479
2056,2015-06-25,0.631,low,0.086,175329
2057,2017-12-26,0.63,low,0.25,135130
2058,2018-06-11,0.63,low,0.192,277093
2059,2021-01-22,0.629,low,0.209,407706
2060,2017-12-08,0.629,low,0.179,244209
2061,2017-04-07,0.628,low,0.018,243807
2062,2016-07-11,0.628,low,0.425,182422
2063,2020-12-03,0.628,low,0.052,376884
2064,2015-05-18,0.628,low,0.246,128602
2065,2015-12-28,0.628,low,0.036,113567
2066,2017-09-06,0.628,low,0.175,335781
2067,2017-06-20,0.627,low,0.378,301241
2068,2024-05-16,0.627,low,0.205,548582
2069,2017-05-31,0.627,low,0.014,332645
2070,2017-07-11,0.627,low,0.297,283454
2071,2017-09-07,0.627,low,0.169,77080
2072,2023-12-19,0.626,low,0.44,496518
2073,2017-05-19,0.626,low,0.262,292202
2074,2016-09-06,0.625,low,0.41,208188
2075,2015-07-22,0.625,low,0.646,235343
2076,2018-06-12,0.625,low,0.297,276477
2077,2019-10-29,0.624,low,0.362,351246
2078,2017-08-01,0.624,low,0.076,229005
2079,2019-03-29,0.624,low,0.472,395579
2080,2015-03-03,0.623,low,0.274,198589
2081,2016-09-22,0.623,low,0.458,196512
2082,2021-08-26,0.623,low,0.492,564382
2083,2019-11-14,0.623,low,0.002,381593
2084,2015-05-04,0.621,low,0.117,191856
2085,2016-04-20,0.62,low,0.119,193071
2086,2015-04-24,0.62,low,0.635,204737
2087,2016-05-25,0.619,low,0.393,253726
2088,2016-10-07,0.619,low,0.164,281205
2089,2019-05-30,0.619,low,0.388,540433
2090,2017-04-13,0.618,low,0.163,278784
2091,2021-08-04,0.618,low,0.152,445703
2092,2019-03-12,0.617,low,0.416,419767
2093,2016-06-02,0.617,low,0.142,179288
2094,2017-08-28,0.616,low,0.222,216424
2095,2018-01-23,0.616,low,0.349,336204
2096,2018-05-25,0.615,low,0.03,317340
2097,2020-01-15,0.615,low,0.021,497100
2098,2016-10-20,0.614,low,0.171,248117
2099,2015-04-27,0.614,low,0.06,224600
2100,2019-04-17,0.614,low,0.097,463944
2101,2018-08-23,0.613,low,0.084,356371
2102,2017-04-17,0.613,low,0.43,148626
2103,2017-01-25,0.613,low,0.614,153214
2104,2021-02-09,0.612,low,0.017,367116
2105,2019-11-21,0.612,low,0.155,344497
2106,2018-08-01,0.612,low,0.315,370601
2107,2016-07-26,0.612,low,0.13,209762
2108,2023-05-09,0.611,low,0.552,552248
2109,2015-11-30,0.611,low,0.178,179766
2110,2016-09-14,0.61,low,0.058,358383
2111,2015-07-17,0.61,low,0.684,187930
2112,2017-04-03,0.61,low,0.047,264740
2113,2018-07-20,0.61,low,0.075,302839
2114,2021-05-28,0.609,low,0.127,366218
2115,2023-11-16,0.609,low,0.046,634456
2116,2019-11-06,0.609,low,0.032,314414
2117,2017-06-13,0.608,low,0.455,379343
2118,2017-03-15,0.608,low,0.399,248409
2119,2021-05-27,0.608,low,0.21,388603
2120,2020-12-17,0.607,low,0.515,388925
2121,2015-10-09,0.606,low,0.2,208829
2122,2021-06-09,0.604,low,0.016,375099
2123,2018-01-10,0.603,low,0.101,320261
2124,2015-11-17,0.602,low,0.128,269684
2125,2017-02-23,0.602,low,0.226,240394
2126,2021-04-12,0.601,low,0.124,453968
2127,2015-07-14,0.6,low,0.392,156246
2128,2018-03-12,0.6,low,0.409,349430
2129,2016-04-05,0.599,low,0.408,218944
2130,2016-09-08,0.599,low,0.404,77851
2131,2015-06-17,0.599,low,0.033,225073
2132,2019-12-05,0.599,low,0.126,302782
2133,2017-12-07,0.598,low,0.321,72016
2134,2018-08-06,0.598,low,0.404,250166
2135,2016-03-21,0.597,low,0.289,169724
2136,2019-02-19,0.596,low,0.045,386613
2137,2016-12-16,0.596,low,0.238,185358
2138,2015-06-12,0.596,low,0.491,191899
2139,2017-11-14,0.595,low,0.198,342800
2140,2019-11-19,0.595,low,0.072,373942
2141,2015-10-19,0.595,low,0.264,202407
2142,2016-03-28,0.595,low,0.104,133720
2143,2020-12-24,0.594,low,0.343,173464
2144,2017-06-23,0.593,low,0.3,213552
2145,2018-07-19,0.593,low,0.355,321505
2146,2019-04-18,0.592,low,0.215,393586
2147,2020-01-07,0.591,low,0.047,510004
2148,2015-03-11,0.591,low,0.324,260964
2149,2016-12-14,0.588,low,0.063,290773
2150,2019-06-24,0.588,low,0.068,260978
2151,2019-06-28,0.587,low,0.031,310126
2152,2019-12-11,0.587,low,0.372,304183
2153,2018-10-03,0.587,low,0.113,394538
2154,2021-02-08,0.586,low,0.515,393927
2155,2016-07-18,0.584,low,0.379,183261
2156,2016-09-01,0.584,low,0.048,248348
2157,2021-07-12,0.583,low,0.332,362608
2158,2016-04-25,0.582,low,0.087,172474
2159,2017-09-29,0.582,low,0.489,275661
2160,2018-05-14,0.582,low,0.141,255900
2161,2019-04-29,0.582,low,0.247,320324
2162,2019-02-13,0.581,low,0.023,359971
2163,2019-02-28,0.581,low,0.192,383198
2164,2017-12-13,0.58,low,0.151,324688
2165,2024-05-07,0.579,low,0.02,469722
2166,2016-10-25,0.579,low,0.211,184984
2167,2015-06-19,0.579,low,0.411,162664
2168,2016-06-22,0.578,low,0.077,190665
2169,2017-02-15,0.577,low,0.407,168262
2170,2016-03-09,0.577,low,0.328,238221
2171,2015-10-16,0.576,low,0.309,207248
2172,2023-11-24,0.576,low,0.155,296604
2173,2016-11-04,0.574,low,0.217,264048
2174,2019-03-05,0.573,low,0.196,364928
2175,2015-04-07,0.572,low,0.112,171692
2176,2021-08-05,0.572,low,0.524,341554
2177,2020-02-14,0.572,low,0.155,489387
2178,2024-12-05,0.572,low,0.279,414251
2179,2019-04-15,0.572,low,0.043,322483
2180,2016-12-09,0.569,low,0.391,171196
2181,2020-12-30,0.569,low,0.003,334304
2182,2016-06-13,0.569,low,0.524,318359
2183,2017-10-02,0.568,low,0.022,269518
2184,2020-12-04,0.567,low,0.415,321796
2185,2015-04-13,0.566,low,0.155,171930
2186,2019-04-11,0.566,low,0.228,346210
2187,2018-09-28,0.566,low,0.019,381496
2188,2017-09-18,0.565,low,0.094,235721
